Timestamp,Voltage (V),Current (I),Power (W),Power_Factor,Temperature (°C),Humidity (%)
01-12-2024 02:07,217.1685114,5.90484139,1386.316461,0.983250335,,40.05727853
01-12-2024 02:08,220.4982568,5.647595231,1233.300903,0.931593858,25.27033814,69.18683388
01-12-2024 02:09,217.4826217,4.962102255,973.2100335,0.914642606,26.44815046,52.62840951
01-12-2024 02:10,212.2466828,5.348052358,1201.517147,0.960928008,24.60660219,60.49990485
01-12-2024 02:11,220.3428149,4.869968358,1026.935621,0.872531917,,58.52219839
01-12-2024 02:12,214.6884814,5.117446816,990.9638714,0.903387336,21.55984116,60.22103979
01-12-2024 02:13,222.3679622,4.116092674,971.1175611,0.915278394,25.47190676,66.13559905
01-12-2024 02:14,215.4028788,5.392526951,1165.611375,0.891784175,,50.03073332
01-12-2024 02:15,227.749672,4.105649289,969.6969214,0.901979986,24.92470111,60.13512717
01-12-2024 02:16,216.0837335,5.634169894,1318.425495,0.860934726,20.5505782,61.87255337
01-12-2024 02:17,218.3896924,5.649893859,1244.039283,0.877717703,27.44397732,67.85538342
01-12-2024 02:18,224.0675861,4.474154575,1003.153435,0.896969541,22.31160296,58.52386812
01-12-2024 02:19,213.8456784,4.647325562,952.2020518,0.961424661,25.00531536,65.70463198
01-12-2024 02:20,221.1372997,4.962620757,1054.663696,0.87554963,26.16414345,33.80152401
01-12-2024 02:21,226.5357138,5.193325814,1246.248563,0.898529652,26.44583473,35.04386376
01-12-2024 02:22,211.9625838,4.574707323,959.781855,0.85908884,20.71484932,36.33384758
01-12-2024 02:23,220.9231693,5.184972809,1068.395784,0.927994608,24.57771971,35.79252288
01-12-2024 02:24,221.299414,4.595574146,934.5251892,0.935575124,24.47360781,33.5007525
01-12-2024 02:25,223.9091144,4.110981442,915.500882,0.971172305,27.27785719,34.90295143
01-12-2024 02:26,213.8152464,4.0050551,850.3397472,0.96467624,25.3454407,69.83641139
01-12-2024 02:27,213.3977169,4.202302116,924.284778,0.889952914,27.35237802,40.88740118
01-12-2024 02:28,222.6097078,5.5845014,1235.97065,0.869173516,25.56408299,49.12192429
01-12-2024 02:29,221.4849234,5.922862625,1218.285294,0.871851646,24.36397622,62.86461478
01-12-2024 02:30,221.2524643,4.853932399,1075.620478,0.985654952,24.92804375,34.73218696
01-12-2024 02:31,221.732241,5.025367907,1204.942043,0.944251614,27.61549021,42.69460025
01-12-2024 02:32,216.5998764,4.293696338,866.6692386,0.85595991,22.00235908,36.37144081
01-12-2024 02:33,221.1612685,5.102062705,1171.201677,0.869149096,26.43601277,32.50224464
01-12-2024 02:34,221.4653624,4.289309804,,0.918012009,23.39670712,68.43013523
01-12-2024 02:35,216.4282429,5.222428662,1186.475407,0.879096033,22.99477036,64.33431344
01-12-2024 02:36,,5.866517335,1251.347997,0.962512258,26.75432449,65.17191979
01-12-2024 02:37,222.3691646,4.391397079,1062.75782,0.930250396,22.96899401,
01-12-2024 02:38,214.0434825,5.529127436,1212.105809,0.935768509,25.51696798,36.18267337
01-12-2024 02:39,,4.047004846,966.3509758,0.914795577,23.8125387,61.39987585
01-12-2024 02:40,215.1265916,4.750994483,970.2683657,0.885848789,20.10410387,59.11484807
01-12-2024 02:41,223.935423,4.221497016,990.6081664,0.932516506,25.80091737,67.01661442
01-12-2024 02:42,225.7929779,4.704950883,1122.055176,0.950375806,25.12558828,38.77289089
01-12-2024 02:43,215.8965884,4.347073839,919.2666344,0.901932731,21.08019692,46.56177548
01-12-2024 02:44,224.8168806,4.74660998,1042.350976,0.920692108,23.53054271,41.79714051
01-12-2024 02:45,222.0639046,4.835045612,1107.573934,0.967555756,21.34105276,40.31671273
01-12-2024 02:46,224.1103008,4.601182246,947.3189869,0.870815447,26.44568305,56.0952675
01-12-2024 02:47,229.4839649,5.313243899,1276.763783,0.926331419,27.78550678,36.55773399
01-12-2024 02:48,218.7730594,5.837704103,1160.373562,0.898777773,26.73566923,48.59228479
01-12-2024 02:49,216.2313192,,973.9239713,0.948391266,27.04206627,55.8656179
01-12-2024 02:50,,4.384686313,976.1572108,0.852633434,24.05521308,35.21212268
01-12-2024 02:51,215.9209486,4.541445516,901.8170058,0.943866262,26.2117476,40.27920549
01-12-2024 02:52,219.6144915,5.708001647,1371.856342,0.864405683,25.12672148,68.69464232
01-12-2024 02:53,221.7057599,5.143279447,1224.310725,0.859067485,25.54240415,61.81717327
01-12-2024 02:54,221.383454,4.910022065,1114.455711,0.951447262,27.11350337,57.07818705
01-12-2024 02:55,224.1359162,4.299273443,1025.111723,0.939647901,27.57642929,64.23876828
01-12-2024 02:56,220.0650095,4.899454617,1161.776174,0.97529103,24.47270409,30.55873809
01-12-2024 02:57,,4.556984007,985.8350833,0.922751694,22.46363782,30.24297738
01-12-2024 02:58,218.6767158,5.886326256,1377.155187,0.92420342,24.93077684,36.15866544
01-12-2024 02:59,233.6008458,5.768140219,1265.192873,0.948982497,24.89364542,49.81028478
01-12-2024 03:00,223.1283367,4.167805084,913.83785,0.895275661,25.92794121,52.79894829
01-12-2024 03:01,215.7142122,5.033306979,1098.406997,0.855167744,27.05123783,34.54754126
01-12-2024 03:02,214.6455375,4.450116691,996.0593199,0.882206416,21.58252946,32.89142479
01-12-2024 03:03,222.4123621,4.821554179,971.600477,0.883321878,24.09626025,63.13336524
01-12-2024 03:04,218.8826861,5.753695997,1206.618598,0.896992239,23.53665126,48.57873926
01-12-2024 03:05,223.5700025,5.05502904,1154.681489,0.982084783,27.99250156,69.69977703
01-12-2024 03:06,222.3661881,,1008.487967,0.962677992,25.10020434,39.17386636
01-12-2024 03:07,219.6358554,4.415776708,1023.210214,0.981033874,24.51735667,55.88804448
01-12-2024 03:08,215.7660314,5.600649719,1245.082166,0.989805343,,
01-12-2024 03:09,212.4257639,5.249036031,1055.800393,0.910729061,24.40930205,64.90552624
01-12-2024 03:10,217.7674252,4.936130921,998.8083136,0.881790264,25.59093795,42.25276062
01-12-2024 03:11,224.281994,4.434968708,1020.355811,0.928400583,29.27542716,37.73121532
01-12-2024 03:12,221.0704687,4.668492748,1021.841684,0.973358818,29.24576692,39.04378293
01-12-2024 03:13,213.7713061,5.919686853,1181.674919,0.915202461,24.88426314,56.66971078
01-12-2024 03:14,220.8659046,5.040179875,1074.547706,0.920755902,25.36009743,50.89319353
01-12-2024 03:15,221.9265869,4.801398562,1023.584973,0.868821475,24.51249677,53.95965531
01-12-2024 03:16,215.5807128,5.042844085,1001.936847,0.908863769,21.92449919,30.82114472
01-12-2024 03:17,220.7686255,5.557977012,,0.904179273,27.87422738,45.63892836
01-12-2024 03:18,220.2910436,4.680217873,,0.89923639,30.67009459,42.40593864
01-12-2024 03:19,214.2851485,4.357412242,947.8218498,0.974221814,24.96601563,64.55125163
01-12-2024 03:20,221.7889368,5.169872237,1221.446938,0.858302201,24.24477343,61.05034757
01-12-2024 03:21,222.8039226,5.330408207,1099.173268,0.986100606,25.35805563,47.18287457
01-12-2024 03:22,225.4152562,5.425436006,1207.227016,0.851154556,26.09917139,55.22118324
01-12-2024 03:23,225.2690103,5.763975182,1326.858883,0.982383162,23.68329061,
01-12-2024 03:24,213.1116532,4.742348241,1046.224858,0.92672665,25.06260666,55.49005803
01-12-2024 03:25,215.3108748,4.150709792,928.6875251,0.948342334,28.03451182,33.88819981
01-12-2024 03:26,,5.916697167,1377.215284,0.876198599,26.28457303,58.56075124
01-12-2024 03:27,222.5689298,4.870023855,1116.743436,0.941589615,28.59561875,52.95353794
01-12-2024 03:28,,5.246515019,1072.976762,0.973474074,26.80935756,42.01972971
01-12-2024 03:29,239.2636575,5.332610646,1325.738027,0.86952722,23.92690245,44.83359985
01-12-2024 03:30,222.8544526,5.093027417,1186.029673,0.867791426,24.97756391,33.6036633
01-12-2024 03:31,225.6778282,4.410515059,1093.593049,0.892556907,26.65121036,42.91153882
01-12-2024 03:32,224.7700088,5.5102861,1286.444751,0.872641625,23.9339413,68.67371641
01-12-2024 03:33,223.2569563,5.607503949,1298.693391,0.865490419,23.699153,49.4473945
01-12-2024 03:34,218.4236538,5.105951172,1118.564647,0.944964665,23.84400274,48.96963688
01-12-2024 03:35,223.7948461,4.977122321,1195.816828,0.879935726,27.28456251,55.16915156
01-12-2024 03:36,216.1358739,4.227876366,1004.596852,0.943382086,25.54496187,49.37775239
01-12-2024 03:37,218.815907,4.167903323,962.901528,0.970670092,28.66675136,44.22036399
01-12-2024 03:38,217.5731823,4.679129691,1040.95941,0.941283471,24.53339132,35.58086296
01-12-2024 03:39,220.4093707,4.621692311,932.8835571,0.86671139,21.43573309,55.21260953
01-12-2024 03:40,231.5732928,5.907312902,,0.93030086,26.11336224,59.95689691
01-12-2024 03:41,210.663674,5.567245485,1221.737273,0.905108016,29.69405846,66.92410612
01-12-2024 03:42,223.431301,5.319848591,1254.129892,0.898071931,26.49219998,30.12055426
01-12-2024 03:43,211.9364206,5.035296178,987.0305556,0.894594406,23.70292401,32.66641645
01-12-2024 03:44,217.6403407,4.334735061,972.4198699,0.980120511,23.222543,65.97622648
01-12-2024 03:45,225.444753,5.956913344,1288.088143,0.953951044,28.89082185,55.24622158
01-12-2024 03:46,220.3214001,4.750081396,1101.021676,0.868738831,24.90400218,68.31641106
01-12-2024 03:47,214.6112761,4.213851205,857.3819415,0.916640767,29.62625974,47.23378376
01-12-2024 03:48,216.4234815,4.987597791,1119.151819,0.894551231,27.87458475,46.66748681
01-12-2024 03:49,223.3979887,5.747996023,1231.441219,0.986911364,25.05092437,43.77058318
01-12-2024 03:50,216.3481668,5.774582004,1126.635558,0.986924056,28.94793438,35.71275695
01-12-2024 03:51,221.0822929,4.021931832,912.8936935,0.894734826,24.7894,45.14531636
01-12-2024 03:52,220.2278592,5.77259149,1172.956387,0.899295836,23.76598816,30.58594161
01-12-2024 03:53,216.7419983,4.542968435,1016.021392,0.933917989,24.95057394,50.37253139
01-12-2024 03:54,230.7197204,,1020.950242,0.917102982,28.24487438,63.88840828
01-12-2024 03:55,223.1695951,5.695580541,1390.370265,0.879834122,,42.84787015
01-12-2024 03:56,209.8742871,5.727733512,1138.614405,0.942457703,25.9618204,33.78560626
01-12-2024 03:57,220.9322716,5.19246216,1218.136436,0.89677801,23.04038933,68.95045293
01-12-2024 03:58,216.6910677,5.148867515,1083.035079,0.94152031,23.68654916,35.15910436
01-12-2024 03:59,224.2621667,5.626240545,1362.808469,0.903715413,24.68779393,51.14789987
01-12-2024 04:00,,5.572619105,1273.115523,0.948029385,,62.36742749
01-12-2024 04:01,219.4263178,5.780210947,1160.248796,0.943491926,27.39974954,40.0938083
01-12-2024 04:02,222.5249364,5.105494895,1114.999596,0.921233786,30.76792074,63.6595816
01-12-2024 04:03,224.328776,5.935294185,1288.136407,0.948663599,28.50597442,52.28100563
01-12-2024 04:04,213.998518,5.992293662,1355.481881,0.914535195,24.68062355,43.2774272
01-12-2024 04:05,218.3274938,4.23308922,907.6169756,0.866259362,25.5709292,64.62756865
01-12-2024 04:06,217.6252734,5.699087519,1286.053203,0.875494875,25.98362616,54.88000613
01-12-2024 04:07,216.7333538,4.999644515,1105.789282,0.884439039,27.78309372,54.61537706
01-12-2024 04:08,,4.775132677,1196.624818,0.85885205,30.16956357,
01-12-2024 04:09,222.0249086,5.22614462,1261.92966,0.949593371,26.11457269,40.98949949
01-12-2024 04:10,213.6955802,4.111931115,865.9953963,0.901434632,30.14917779,42.19441784
01-12-2024 04:11,224.5893097,5.012922238,1176.191795,0.863093261,31.30162507,
01-12-2024 04:12,,5.74178114,1411.365351,0.964794137,26.41609935,39.74894825
01-12-2024 04:13,225.1623263,4.426923032,1076.296261,0.9457116,,41.11300344
01-12-2024 04:14,212.4031502,4.85277979,941.716963,0.913311393,26.43868324,32.34805971
01-12-2024 04:15,217.5788296,5.878961775,,0.884639547,27.30680048,34.41258947
01-12-2024 04:16,226.3345557,4.857127676,1059.810323,0.871244425,26.48728996,40.81011954
01-12-2024 04:17,216.4616527,4.716735265,1007.606275,0.914172387,28.9937596,57.09010092
01-12-2024 04:18,222.2190971,4.881073296,1012.920132,0.973934404,24.14942732,37.36939964
01-12-2024 04:19,223.8731703,5.038905533,1127.219745,0.876375345,26.19945935,50.873984
01-12-2024 04:20,215.3653476,5.263982688,1170.686008,0.929612292,27.9485948,50.31613062
01-12-2024 04:21,219.7023732,5.601385602,1229.988898,0.984636039,29.05188441,63.36152318
01-12-2024 04:22,203.7936633,4.904204412,1032.586025,0.93919632,31.72368329,54.36655222
01-12-2024 04:23,214.8780618,5.63496187,1105.836616,0.911595062,24.77638808,66.67996315
01-12-2024 04:24,,,1191.789428,0.950292216,26.07160648,55.12405477
01-12-2024 04:25,213.7610841,4.676961021,1087.544341,0.965440909,22.86405813,31.02062551
01-12-2024 04:26,228.1620565,5.315901656,1241.488732,0.932672282,25.19824021,45.25968288
01-12-2024 04:27,212.8492931,5.435444509,1245.179099,0.97205653,23.90116135,57.96191904
01-12-2024 04:28,217.7997776,5.116097951,1032.150161,0.922042846,26.41737744,49.00487578
01-12-2024 04:29,220.6537029,4.113229946,961.5923118,0.96620406,27.02412769,46.77591479
01-12-2024 04:30,,4.33976575,910.9167243,0.983282694,28.44058015,56.86182524
01-12-2024 04:31,212.8206892,4.570595442,954.8212648,0.920174085,,41.42931519
01-12-2024 04:32,,4.565251212,994.5806364,0.93470024,28.48294906,66.35912127
01-12-2024 04:33,220.0511653,5.3468416,1196.719829,0.935325456,27.79181325,46.52574404
01-12-2024 04:34,215.0924567,,833.7956217,0.959400881,25.51753387,55.24871244
01-12-2024 04:35,222.3105174,,1258.882351,0.965215218,24.23207335,69.29333066
01-12-2024 04:36,220.9952985,4.53068495,974.7041102,0.853812104,28.79235019,61.4192092
01-12-2024 04:37,216.9989156,4.620043692,1074.886152,0.952670339,30.93828231,51.26492635
01-12-2024 04:38,220.3490104,5.055819656,1143.875379,0.959734134,32.73626104,64.37550353
01-12-2024 04:39,218.073432,4.431851202,911.4379277,0.948060122,29.55653943,52.41750874
01-12-2024 04:40,220.5675867,5.768942627,1230.7386,0.949917392,30.62072359,47.66613739
01-12-2024 04:41,223.3106534,4.170737559,996.0856167,0.8557964,28.64859964,64.9381178
01-12-2024 04:42,227.9300841,4.888764725,1088.99751,0.911885413,28.34960981,31.08621428
01-12-2024 04:43,213.8109225,5.698844539,1227.199263,0.964545151,27.98742743,46.29864547
01-12-2024 04:44,230.6651669,5.231687789,1242.715813,0.980761,27.57356379,43.71969866
01-12-2024 04:45,210.239561,4.584659032,934.5381556,0.882125509,29.01901702,58.56345225
01-12-2024 04:46,219.2410745,4.841520416,1017.723444,0.931087292,26.78327354,30.50344861
01-12-2024 04:47,222.941586,5.413388761,1200.896656,0.962606234,27.54910935,56.43409915
01-12-2024 04:48,221.4049593,5.946521487,1241.512413,0.95533707,25.50751081,43.85444944
01-12-2024 04:49,216.8865024,5.786277437,1200.803823,0.936644616,28.8326682,33.91573516
01-12-2024 04:50,,4.684865617,935.9517442,0.852616766,25.98391346,69.21323127
01-12-2024 04:51,217.5349953,5.996395759,1253.284673,0.951344018,27.9888142,38.48914951
01-12-2024 04:52,217.0531762,4.007009327,838.5461487,0.95825395,28.94144388,43.96519716
01-12-2024 04:53,224.2480105,4.055259512,993.3806046,0.951198931,29.13130364,38.28186357
01-12-2024 04:54,221.7850774,5.64768103,1275.049726,0.957213283,29.52151838,56.47964789
01-12-2024 04:55,216.535452,4.398925374,1007.270985,0.910328085,27.57082001,61.30065256
01-12-2024 04:56,224.4979994,4.121538537,841.1467474,0.9891253,28.98835343,64.42563339
01-12-2024 04:57,221.5364976,,913.2181659,0.957910168,27.06171902,42.43992872
01-12-2024 04:58,,4.852200308,1155.598143,0.931015201,24.11188648,50.98213566
01-12-2024 04:59,223.1481442,5.461132541,1248.754116,0.980786778,29.13283731,56.53030499
01-12-2024 05:00,215.8550249,5.248671053,1062.931514,0.977147768,28.68770015,55.180839
01-12-2024 05:01,217.1990948,4.475242435,953.5104785,0.964039389,30.13579625,58.64108774
01-12-2024 05:02,223.736468,,1128.809545,0.928917289,28.07691707,60.78909215
01-12-2024 05:03,223.0518513,5.852428211,1395.104254,,24.93943279,33.89893424
01-12-2024 05:04,,5.630015554,1129.171727,0.89601911,27.98068256,36.73244099
